,number_of_triangles,primitive_type,disturbed_areas_cnt,triangle_0_x,triangle_1_x,triangle_2_x,triangle_3_x,triangle_4_x,triangle_5_x,triangle_0_y,triangle_1_y,triangle_2_y,triangle_3_y,triangle_4_y,triangle_5_y,triangle_0_width,triangle_1_width,triangle_2_width,triangle_3_width,triangle_4_width,triangle_5_width,triangle_0_height,triangle_1_height,triangle_2_height,triangle_3_height,triangle_4_height,triangle_5_height,disturbed_area_0_yAL,disturbed_area_1_yAL,disturbed_area_2_yAL,disturbed_area_3_yAL,disturbed_area_4_yAL,disturbed_area_5_yAL,disturbed_area_0_yBL,disturbed_area_1_yBL,disturbed_area_2_yBL,disturbed_area_3_yBL,disturbed_area_4_yBL,disturbed_area_5_yBL,disturbed_area_0_width,disturbed_area_1_width,disturbed_area_2_width,disturbed_area_3_width,disturbed_area_4_width,disturbed_area_5_width,disturbed_area_0_height,disturbed_area_1_height,disturbed_area_2_height,disturbed_area_3_height,disturbed_area_4_height,disturbed_area_5_height,target
517,4,TissuePrimitiveType.CIRCLE,3,160,248,289,363,,,,,,,,,16,12,7,16,,,22,26,33,14,,,,,,,,,310,310,310,,,,34,55,58,,,,31,49,21,,,,ClassB
518,1,TissuePrimitiveType.NOPRIMITIVE,5,354,,,,,,,,,,,,25,,,,,,12,,,,,,200,200,,,,,,,310,310,310,,50,56,62,65,49,,28,33,24,41,21,,ClassC
519,4,TissuePrimitiveType.RECTANGLE,5,43,190,213,292,,,,,,,,,15,18,14,20,,,32,9,20,32,,,200,200,200,200,,,,,,,310,,64,69,34,59,33,,44,30,23,20,23,,ClassA
520,4,TissuePrimitiveType.NOPRIMITIVE,0,264,290,320,363,,,,,,,,,5,25,28,9,,,17,29,25,32,,,,,,,,,,,,,,,,,,,,,,,,,,,ClassA
521,3,TissuePrimitiveType.CIRCLE,5,65,253,369,,,,,,,,,,24,11,4,,,,27,36,21,,,,200,200,200,,,,,,,310,310,,37,48,39,42,30,,46,39,33,41,31,,ClassC
522,5,TissuePrimitiveType.RECTANGLE,2,185,289,315,324,344,,,,,,,,9,10,4,8,24,,34,33,9,8,34,,200,200,,,,,,,,,,,46,59,,,,,49,27,,,,,ClassA
523,6,TissuePrimitiveType.CIRCLE,2,229,295,309,321,339,363,,,,,,,30,4,7,11,19,19,26,24,22,15,8,15,,,,,,,310,310,,,,,31,56,,,,,32,20,,,,,ClassA
524,4,TissuePrimitiveType.NOPRIMITIVE,0,181,229,298,355,,,,,,,,,19,23,23,25,,,24,20,14,26,,,,,,,,,,,,,,,,,,,,,,,,,,,ClassA
525,0,TissuePrimitiveType.CIRCLE,5,,,,,,,,,,,,,,,,,,,,,,,,,200,200,200,,,,,,,310,310,,61,69,45,52,34,,43,21,29,22,24,,ClassC
526,3,TissuePrimitiveType.CIRCLE,3,249,321,374,,,,,,,,,,20,28,7,,,,9,21,9,,,,200,,,,,,,310,310,,,,32,54,49,,,,42,23,44,,,,ClassB
527,4,TissuePrimitiveType.RECTANGLE,1,175,311,334,352,,,,,,,,,15,17,8,21,,,10,15,18,30,,,,,,,,,310,,,,,,41,,,,,,34,,,,,,ClassC
528,3,TissuePrimitiveType.CIRCLE,4,83,228,349,,,,,,,,,,11,16,23,,,,18,8,29,,,,200,200,200,,,,,,,310,,,61,41,44,64,,,48,40,44,22,,,ClassC
529,0,TissuePrimitiveType.RECTANGLE,4,,,,,,,,,,,,,,,,,,,,,,,,,200,200,,,,,,,310,310,,,60,47,45,36,,,27,33,36,34,,,ClassC
530,2,TissuePrimitiveType.RECTANGLE,2,102,316,,,,,,,,,,,30,15,,,,,9,36,,,,,,,,,,,310,310,,,,,37,63,,,,,38,27,,,,,ClassC
531,4,TissuePrimitiveType.CIRCLE,2,272,322,331,362,,,,,,,,,23,4,25,22,,,34,15,34,14,,,200,200,,,,,,,,,,,56,68,,,,,50,37,,,,,ClassA
532,3,TissuePrimitiveType.NOPRIMITIVE,1,57,298,310,,,,,,,,,,17,6,24,,,,14,19,15,,,,200,,,,,,,,,,,,37,,,,,,29,,,,,,ClassC
533,3,TissuePrimitiveType.CIRCLE,1,170,239,312,,,,,,,,,,26,24,23,,,,12,10,26,,,,200,,,,,,,,,,,,39,,,,,,48,,,,,,ClassC
534,4,TissuePrimitiveType.CIRCLE,6,19,310,339,368,,,,,,,,,10,23,16,13,,,25,25,33,9,,,200,200,,,,,,,310,310,310,310,70,41,32,57,35,69,44,27,27,49,24,42,ClassA
535,3,TissuePrimitiveType.CIRCLE,2,251,280,327,,,,,,,,,,16,13,27,,,,35,27,15,,,,200,200,,,,,,,,,,,40,63,,,,,46,49,,,,,ClassC
536,5,TissuePrimitiveType.RECTANGLE,2,15,206,291,369,379,,,,,,,,15,19,4,5,5,,12,17,27,10,28,,200,,,,,,,310,,,,,31,66,,,,,42,41,,,,,ClassC
537,3,TissuePrimitiveType.CIRCLE,4,49,313,345,,,,,,,,,,26,17,27,,,,9,22,8,,,,200,200,,,,,,,310,310,,,52,38,38,36,,,28,26,41,29,,,ClassB
538,3,TissuePrimitiveType.CIRCLE,3,201,268,341,,,,,,,,,,30,7,13,,,,15,16,12,,,,200,200,,,,,,,310,,,,51,48,61,,,,39,22,30,,,,ClassC
539,4,TissuePrimitiveType.CIRCLE,5,188,217,238,263,,,,,,,,,22,4,20,17,,,17,9,15,22,,,200,200,,,,,,,310,310,310,,68,67,35,46,61,,46,26,20,49,28,,ClassB
540,2,TissuePrimitiveType.CIRCLE,5,121,284,,,,,,,,,,,4,22,,,,,23,33,,,,,200,200,,,,,,,310,310,310,,69,62,41,38,41,,32,36,20,25,32,,ClassB
541,3,TissuePrimitiveType.NOPRIMITIVE,7,222,320,343,,,,,,,,,,11,7,6,,,,23,20,22,,,,200,200,200,,,,,,,310,310,310,32,47,36,35,55,56,24,32,32,29,34,40,ClassC
542,4,TissuePrimitiveType.CIRCLE,8,281,301,330,361,,,,,,,,,14,24,26,22,,,27,15,24,19,,,200,200,200,200,,,,,,,310,310,61,37,48,32,62,65,26,37,36,45,33,25,ClassA
543,5,TissuePrimitiveType.CIRCLE,5,148,277,325,346,361,,,,,,,,23,21,4,10,20,,24,29,13,23,8,,200,200,200,,,,,,,310,310,,62,63,61,39,37,,28,43,22,23,29,,ClassA
544,4,TissuePrimitiveType.CIRCLE,3,102,298,317,361,,,,,,,,,16,9,10,12,,,28,23,10,9,,,200,200,,,,,,,310,,,,36,51,50,,,,45,23,36,,,,ClassC
545,0,TissuePrimitiveType.CIRCLE,4,,,,,,,,,,,,,,,,,,,,,,,,,200,200,,,,,,,310,310,,,38,47,30,30,,,34,35,21,33,,,ClassB
546,3,TissuePrimitiveType.CIRCLE,6,269,300,362,,,,,,,,,,25,15,20,,,,33,21,15,,,,200,200,200,,,,,,,310,310,310,43,38,43,45,32,54,42,46,29,37,32,40,ClassA
547,4,TissuePrimitiveType.RECTANGLE,1,225,261,321,354,,,,,,,,,25,13,26,4,,,21,33,15,10,,,,,,,,,310,,,,,,45,,,,,,43,,,,,,ClassC
548,0,TissuePrimitiveType.RECTANGLE,1,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,62,,,,,,50,,,,,,ClassC
549,4,TissuePrimitiveType.RECTANGLE,3,167,292,334,371,,,,,,,,,10,28,30,9,,,17,31,36,13,,,200,,,,,,,310,310,,,,70,70,34,,,,27,21,27,,,,ClassA
550,3,TissuePrimitiveType.CIRCLE,1,111,153,307,,,,,,,,,,17,19,28,,,,34,15,32,,,,,,,,,,310,,,,,,53,,,,,,45,,,,,,ClassA
551,1,TissuePrimitiveType.RECTANGLE,4,286,,,,,,,,,,,,29,,,,,,21,,,,,,200,200,,,,,,,310,310,,,59,59,67,63,,,41,22,41,20,,,ClassC
552,2,TissuePrimitiveType.CIRCLE,3,9,268,,,,,,,,,,,24,4,,,,,36,14,,,,,200,200,200,,,,,,,,,,49,36,52,,,,29,45,38,,,,ClassC
553,4,TissuePrimitiveType.CIRCLE,4,102,134,178,322,,,,,,,,,12,22,15,14,,,14,17,13,11,,,200,200,,,,,,,310,310,,,30,55,63,31,,,28,42,49,41,,,ClassB
554,4,TissuePrimitiveType.NOPRIMITIVE,5,132,205,236,309,,,,,,,,,7,4,14,20,,,32,25,9,11,,,200,200,200,200,,,,,,,310,,58,54,37,33,46,,24,22,43,25,31,,ClassC
555,0,TissuePrimitiveType.RECTANGLE,4,,,,,,,,,,,,,,,,,,,,,,,,,200,200,,,,,,,310,310,,,63,36,56,64,,,41,34,26,20,,,ClassC
556,5,TissuePrimitiveType.RECTANGLE,3,251,278,318,365,375,,,,,,,,14,30,17,5,9,,22,34,17,29,34,,,,,,,,310,310,310,,,,34,68,70,,,,28,24,47,,,,ClassA
557,2,TissuePrimitiveType.CIRCLE,7,243,327,,,,,,,,,,,23,26,,,,,21,15,,,,,200,200,200,200,,,,,,,310,310,67,48,47,33,35,33,32,28,37,33,48,41,ClassC
558,2,TissuePrimitiveType.CIRCLE,4,172,310,,,,,,,,,,,5,17,,,,,21,12,,,,,200,200,200,,,,,,,310,,,57,40,34,43,,,21,32,35,36,,,ClassC
559,6,TissuePrimitiveType.CIRCLE,6,231,269,286,316,353,370,,,,,,,25,11,24,29,12,14,11,31,18,30,12,14,200,200,,,,,,,310,310,310,310,36,55,31,63,36,45,23,43,26,24,23,46,ClassA
560,4,TissuePrimitiveType.CIRCLE,5,224,308,339,355,,,,,,,,,4,5,8,28,,,22,15,24,13,,,200,,,,,,,310,310,310,310,,39,62,65,58,70,,50,29,43,43,43,,ClassB
561,4,TissuePrimitiveType.RECTANGLE,2,191,210,324,356,,,,,,,,,12,5,4,14,,,18,30,35,18,,,200,200,,,,,,,,,,,65,61,,,,,34,45,,,,,ClassC
562,3,TissuePrimitiveType.RECTANGLE,3,37,172,335,,,,,,,,,,5,5,9,,,,32,14,28,,,,200,200,,,,,,,310,,,,61,51,68,,,,48,25,30,,,,ClassC
563,4,TissuePrimitiveType.CIRCLE,6,118,327,342,359,,,,,,,,,21,5,9,19,,,24,23,23,24,,,200,200,,,,,,,310,310,310,310,39,38,66,57,61,70,44,33,47,32,32,22,ClassB
564,5,TissuePrimitiveType.NOPRIMITIVE,4,73,94,176,261,294,,,,,,,,14,4,20,7,12,,27,19,11,29,29,,200,200,200,200,,,,,,,,,50,58,64,52,,,35,46,28,31,,,ClassC
565,2,TissuePrimitiveType.CIRCLE,1,207,325,,,,,,,,,,,29,25,,,,,31,32,,,,,200,,,,,,,,,,,,65,,,,,,50,,,,,,ClassA
566,5,TissuePrimitiveType.CIRCLE,5,256,283,318,349,366,,,,,,,,22,30,26,12,18,,36,18,15,21,27,,200,200,200,,,,,,,310,310,,38,51,50,40,55,,34,37,32,45,42,,ClassA
567,3,TissuePrimitiveType.RECTANGLE,5,282,338,354,,,,,,,,,,22,11,27,,,,33,24,28,,,,200,200,,,,,,,310,310,310,,60,47,65,36,37,,28,33,47,24,44,,ClassA
568,3,TissuePrimitiveType.RECTANGLE,3,97,332,357,,,,,,,,,,10,19,23,,,,18,23,14,,,,200,,,,,,,310,310,,,,67,58,57,,,,34,46,36,,,,ClassC
569,2,TissuePrimitiveType.CIRCLE,3,266,321,,,,,,,,,,,25,29,,,,,25,14,,,,,,,,,,,310,310,310,,,,65,40,52,,,,45,34,20,,,,ClassB
570,4,TissuePrimitiveType.CIRCLE,5,115,268,320,348,,,,,,,,,9,13,8,26,,,27,17,17,18,,,200,200,200,,,,,,,310,310,,37,62,42,66,53,,42,43,24,50,25,,ClassC
571,4,TissuePrimitiveType.CIRCLE,3,212,296,325,362,,,,,,,,,5,11,20,19,,,35,30,18,34,,,200,200,,,,,,,310,,,,47,47,69,,,,23,43,39,,,,ClassA
572,2,TissuePrimitiveType.CIRCLE,3,125,294,,,,,,,,,,,10,24,,,,,22,25,,,,,200,200,200,,,,,,,,,,54,69,33,,,,21,37,21,,,,ClassC
573,4,TissuePrimitiveType.CIRCLE,2,236,254,342,375,,,,,,,,,12,28,21,8,,,30,18,30,10,,,200,200,,,,,,,,,,,56,51,,,,,34,22,,,,,ClassA
574,5,TissuePrimitiveType.CIRCLE,4,18,45,137,271,304,,,,,,,,16,26,22,23,26,,32,13,13,33,23,,200,200,,,,,,,310,310,,,62,43,64,33,,,50,35,30,49,,,ClassA
575,3,TissuePrimitiveType.CIRCLE,1,79,132,179,,,,,,,,,,16,24,17,,,,28,12,21,,,,,,,,,,310,,,,,,48,,,,,,20,,,,,,ClassB
576,3,TissuePrimitiveType.CIRCLE,4,230,348,372,,,,,,,,,,27,9,4,,,,32,13,11,,,,200,200,,,,,,,310,310,,,62,35,42,51,,,45,43,32,42,,,ClassB
577,3,TissuePrimitiveType.CIRCLE,3,290,340,361,,,,,,,,,,18,11,18,,,,19,21,27,,,,200,200,200,,,,,,,,,,56,54,63,,,,34,40,27,,,,ClassC
578,3,TissuePrimitiveType.RECTANGLE,0,225,313,349,,,,,,,,,,19,6,29,,,,31,36,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,ClassC
579,3,TissuePrimitiveType.CIRCLE,6,281,330,357,,,,,,,,,,25,8,26,,,,8,13,20,,,,200,200,200,,,,,,,310,310,310,58,67,31,55,61,40,41,32,28,46,28,45,ClassB
580,1,TissuePrimitiveType.CIRCLE,4,138,,,,,,,,,,,,10,,,,,,8,,,,,,200,200,,,,,,,310,310,,,51,49,31,39,,,43,35,24,24,,,ClassB
581,4,TissuePrimitiveType.CIRCLE,3,41,264,282,318,,,,,,,,,4,11,29,25,,,10,35,30,15,,,200,200,200,,,,,,,,,,61,36,65,,,,28,44,26,,,,ClassA
582,2,TissuePrimitiveType.RECTANGLE,1,72,92,,,,,,,,,,,8,12,,,,,10,14,,,,,200,,,,,,,,,,,,40,,,,,,44,,,,,,ClassC
583,2,TissuePrimitiveType.CIRCLE,0,13,71,,,,,,,,,,,18,25,,,,,25,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ClassB
584,3,TissuePrimitiveType.RECTANGLE,0,170,299,361,,,,,,,,,,21,15,12,,,,15,34,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,ClassC
585,4,TissuePrimitiveType.CIRCLE,2,196,308,339,369,,,,,,,,,10,15,12,13,,,8,12,9,8,,,,,,,,,310,310,,,,,38,47,,,,,35,44,,,,,ClassB
586,1,TissuePrimitiveType.CIRCLE,4,189,,,,,,,,,,,,20,,,,,,14,,,,,,200,,,,,,,310,310,310,,,65,60,51,45,,,48,25,34,46,,,ClassB
587,3,TissuePrimitiveType.CIRCLE,4,274,355,375,,,,,,,,,,27,12,9,,,,21,30,25,,,,200,200,200,,,,,,,310,,,32,54,47,47,,,37,43,34,48,,,ClassC
588,4,TissuePrimitiveType.CIRCLE,5,116,210,250,297,,,,,,,,,30,25,16,28,,,17,35,35,23,,,200,200,200,,,,,,,310,310,,59,43,33,60,32,,20,46,34,37,34,,ClassA
589,3,TissuePrimitiveType.CIRCLE,5,264,280,341,,,,,,,,,,8,16,15,,,,25,22,13,,,,200,200,,,,,,,310,310,310,,41,30,37,33,35,,28,25,34,21,28,,ClassB
590,5,TissuePrimitiveType.NOPRIMITIVE,4,218,252,313,327,359,,,,,,,,29,20,9,27,24,,15,28,36,30,26,,200,200,200,200,,,,,,,,,65,68,51,45,,,23,50,36,40,,,ClassA
591,3,TissuePrimitiveType.CIRCLE,4,166,226,310,,,,,,,,,,21,28,20,,,,11,20,28,,,,,,,,,,310,310,310,310,,,63,56,65,63,,,29,36,48,40,,,ClassB
592,3,TissuePrimitiveType.CIRCLE,4,209,332,355,,,,,,,,,,15,17,11,,,,15,23,19,,,,200,200,,,,,,,310,310,,,52,34,54,59,,,44,20,44,23,,,ClassB
593,3,TissuePrimitiveType.RECTANGLE,3,254,301,327,,,,,,,,,,17,16,21,,,,20,18,26,,,,,,,,,,310,310,310,,,,30,70,58,,,,30,50,27,,,,ClassC
594,4,TissuePrimitiveType.CIRCLE,6,178,252,321,343,,,,,,,,,28,5,6,24,,,14,29,25,11,,,200,200,,,,,,,310,310,310,310,50,52,30,42,48,32,42,47,42,43,36,30,ClassB
595,4,TissuePrimitiveType.CIRCLE,3,162,275,299,356,,,,,,,,,13,18,28,6,,,34,29,29,19,,,,,,,,,310,310,310,,,,51,53,56,,,,35,45,34,,,,ClassA
596,5,TissuePrimitiveType.CIRCLE,6,93,232,311,337,360,,,,,,,,10,24,6,15,24,,13,29,11,24,33,,200,200,200,,,,,,,310,310,310,68,63,37,40,38,43,37,40,41,40,21,25,ClassA
597,5,TissuePrimitiveType.CIRCLE,1,119,265,289,317,364,,,,,,,,9,17,21,27,20,,35,19,16,36,23,,,,,,,,310,,,,,,38,,,,,,48,,,,,,ClassA
598,4,TissuePrimitiveType.RECTANGLE,5,155,198,238,283,,,,,,,,,14,10,23,29,,,31,17,17,20,,,200,200,,,,,,,310,310,310,,70,63,69,48,57,,41,32,45,24,38,,ClassA
599,3,TissuePrimitiveType.RECTANGLE,5,223,260,289,,,,,,,,,,5,18,23,,,,15,27,32,,,,200,200,200,200,,,,,,,310,,70,35,66,66,66,,36,34,42,26,23,,ClassC
600,3,TissuePrimitiveType.NOPRIMITIVE,2,20,116,173,,,,,,,,,,15,29,9,,,,19,8,8,,,,,,,,,,310,310,,,,,37,39,,,,,29,38,,,,,ClassC
601,6,TissuePrimitiveType.RECTANGLE,2,165,262,283,309,331,358,,,,,,,28,4,19,16,18,26,30,18,26,28,30,13,,,,,,,310,310,,,,,41,60,,,,,44,47,,,,,ClassA
602,5,TissuePrimitiveType.CIRCLE,2,191,309,327,351,364,,,,,,,,5,5,16,8,20,,21,32,36,10,36,,200,200,,,,,,,,,,,45,57,,,,,25,50,,,,,ClassA
603,5,TissuePrimitiveType.CIRCLE,5,293,311,342,354,367,,,,,,,,12,25,7,7,17,,35,26,32,28,35,,200,200,200,200,,,,,,,310,,53,55,60,70,43,,46,29,21,30,30,,ClassA
604,0,TissuePrimitiveType.CIRCLE,6,,,,,,,,,,,,,,,,,,,,,,,,,200,200,200,200,,,,,,,310,310,43,66,66,54,69,31,31,41,30,47,39,35,ClassC
605,3,TissuePrimitiveType.CIRCLE,5,293,320,349,,,,,,,,,,19,10,23,,,,34,12,28,,,,200,200,,,,,,,310,310,310,,67,67,59,69,66,,36,37,46,36,43,,ClassA
606,1,TissuePrimitiveType.RECTANGLE,4,41,,,,,,,,,,,,30,,,,,,21,,,,,,,,,,,,310,310,310,310,,,33,64,55,64,,,44,36,49,38,,,ClassC
607,3,TissuePrimitiveType.CIRCLE,5,60,303,322,,,,,,,,,,22,4,24,,,,14,16,30,,,,200,200,,,,,,,310,310,310,,37,58,64,52,30,,41,41,47,25,42,,ClassB
608,4,TissuePrimitiveType.CIRCLE,2,74,253,348,378,,,,,,,,,19,28,25,4,,,20,11,22,30,,,,,,,,,310,310,,,,,41,36,,,,,42,21,,,,,ClassB
609,2,TissuePrimitiveType.CIRCLE,1,20,354,,,,,,,,,,,20,10,,,,,18,10,,,,,,,,,,,310,,,,,,48,,,,,,20,,,,,,ClassB
610,3,TissuePrimitiveType.CIRCLE,3,147,268,322,,,,,,,,,,9,15,8,,,,17,33,19,,,,200,200,,,,,,,310,,,,34,51,49,,,,39,33,36,,,,ClassC
611,2,TissuePrimitiveType.CIRCLE,3,185,280,,,,,,,,,,,17,12,,,,,23,15,,,,,200,,,,,,,310,310,,,,47,70,49,,,,34,36,36,,,,ClassB
612,3,TissuePrimitiveType.RECTANGLE,2,0,150,202,,,,,,,,,,23,23,6,,,,24,35,9,,,,,,,,,,310,310,,,,,65,46,,,,,20,22,,,,,ClassA
613,6,TissuePrimitiveType.CIRCLE,0,17,122,308,319,347,373,,,,,,,19,4,5,22,21,10,19,28,15,9,8,23,,,,,,,,,,,,,,,,,,,,,,,,,ClassB
614,3,TissuePrimitiveType.CIRCLE,1,9,140,217,,,,,,,,,,8,28,7,,,,24,21,20,,,,200,,,,,,,,,,,,46,,,,,,25,,,,,,ClassC
615,6,TissuePrimitiveType.CIRCLE,1,172,239,256,295,319,354,,,,,,,21,12,18,14,25,29,30,26,20,25,36,16,,,,,,,310,,,,,,58,,,,,,29,,,,,,ClassA
616,6,TissuePrimitiveType.RECTANGLE,2,74,254,310,342,354,371,,,,,,,7,19,22,5,12,11,34,18,24,31,12,25,200,200,,,,,,,,,,,30,67,,,,,31,41,,,,,ClassA
617,3,TissuePrimitiveType.CIRCLE,3,23,111,257,,,,,,,,,,18,29,5,,,,27,14,11,,,,200,200,200,,,,,,,,,,38,46,53,,,,40,48,43,,,,ClassC
618,4,TissuePrimitiveType.CIRCLE,5,271,313,360,379,,,,,,,,,7,8,14,5,,,27,17,28,34,,,200,200,200,200,,,,,,,310,,55,45,67,36,34,,27,36,30,35,39,,ClassC
619,3,TissuePrimitiveType.RECTANGLE,4,85,223,339,,,,,,,,,,16,10,4,,,,26,12,27,,,,200,200,200,,,,,,,310,,,44,52,70,68,,,33,42,44,21,,,ClassC
620,2,TissuePrimitiveType.CIRCLE,7,305,354,,,,,,,,,,,23,12,,,,,27,24,,,,,200,200,200,200,,,,,,,310,310,31,40,61,35,41,40,33,30,34,24,26,41,ClassC
621,3,TissuePrimitiveType.RECTANGLE,2,153,232,276,,,,,,,,,,22,30,7,,,,13,28,13,,,,,,,,,,310,310,,,,,63,47,,,,,41,27,,,,,ClassC
622,4,TissuePrimitiveType.RECTANGLE,2,116,221,276,307,,,,,,,,,17,6,12,20,,,24,36,8,26,,,,,,,,,310,310,,,,,41,55,,,,,50,20,,,,,ClassC
623,6,TissuePrimitiveType.RECTANGLE,4,109,156,259,277,340,374,,,,,,,22,12,9,14,29,10,10,16,28,19,34,9,200,200,,,,,,,310,310,,,44,46,33,63,,,35,20,32,27,,,ClassA
624,3,TissuePrimitiveType.RECTANGLE,0,197,256,324,,,,,,,,,,29,24,22,,,,35,33,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,ClassA
625,4,TissuePrimitiveType.CIRCLE,1,52,90,321,357,,,,,,,,,20,22,29,15,,,16,16,16,32,,,,,,,,,310,,,,,,47,,,,,,21,,,,,,ClassA
626,3,TissuePrimitiveType.CIRCLE,4,172,316,339,,,,,,,,,,26,8,7,,,,26,14,29,,,,200,200,200,,,,,,,310,,,68,67,32,48,,,21,43,29,50,,,ClassC
627,2,TissuePrimitiveType.CIRCLE,3,307,329,,,,,,,,,,,9,14,,,,,20,27,,,,,,,,,,,310,310,310,,,,69,54,43,,,,24,47,46,,,,ClassB
628,5,TissuePrimitiveType.CIRCLE,5,246,270,298,331,360,,,,,,,,14,9,25,22,24,,19,27,28,18,35,,200,200,200,,,,,,,310,310,,39,56,39,66,67,,24,29,47,33,25,,ClassA
629,4,TissuePrimitiveType.CIRCLE,6,127,294,329,352,,,,,,,,,12,12,9,27,,,13,22,15,20,,,200,200,200,200,,,,,,,310,310,51,70,33,33,34,57,39,43,22,36,34,24,ClassC
630,3,TissuePrimitiveType.CIRCLE,4,161,221,273,,,,,,,,,,20,16,5,,,,32,24,34,,,,,,,,,,310,310,310,310,,,34,61,70,51,,,29,36,30,47,,,ClassB
631,4,TissuePrimitiveType.CIRCLE,3,215,270,318,371,,,,,,,,,21,22,22,8,,,36,33,10,34,,,200,,,,,,,310,310,,,,59,68,44,,,,23,38,31,,,,ClassA
632,3,TissuePrimitiveType.RECTANGLE,2,245,297,343,,,,,,,,,,8,7,23,,,,14,30,19,,,,200,200,,,,,,,,,,,34,50,,,,,22,49,,,,,ClassC
633,3,TissuePrimitiveType.CIRCLE,1,160,321,370,,,,,,,,,,27,5,10,,,,28,12,16,,,,,,,,,,310,,,,,,64,,,,,,32,,,,,,ClassB
634,2,TissuePrimitiveType.NOPRIMITIVE,4,45,112,,,,,,,,,,,29,10,,,,,14,33,,,,,200,200,,,,,,,310,310,,,48,56,47,66,,,50,29,23,37,,,ClassC
635,3,TissuePrimitiveType.CIRCLE,3,283,356,376,,,,,,,,,,18,15,8,,,,8,32,19,,,,,,,,,,310,310,310,,,,53,65,50,,,,25,37,48,,,,ClassB
636,0,TissuePrimitiveType.RECTANGLE,4,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,310,310,310,,,39,68,66,60,,,41,32,29,30,,,ClassC
637,4,TissuePrimitiveType.CIRCLE,1,190,291,346,363,,,,,,,,,8,8,5,18,,,34,25,32,14,,,200,,,,,,,,,,,,41,,,,,,50,,,,,,ClassC
638,4,TissuePrimitiveType.RECTANGLE,4,254,287,353,379,,,,,,,,,25,6,6,5,,,15,10,17,15,,,,,,,,,310,310,310,310,,,54,48,41,65,,,38,20,46,27,,,ClassC
639,3,TissuePrimitiveType.CIRCLE,3,228,322,361,,,,,,,,,,25,30,13,,,,24,27,11,,,,200,200,200,,,,,,,,,,39,58,48,,,,32,23,35,,,,ClassA
640,3,TissuePrimitiveType.RECTANGLE,6,293,323,341,,,,,,,,,,7,11,13,,,,14,9,33,,,,200,200,200,,,,,,,310,310,310,56,55,59,46,51,54,44,37,33,39,27,44,ClassC
641,6,TissuePrimitiveType.CIRCLE,3,115,229,243,284,342,376,,,,,,,30,4,9,10,29,8,23,9,11,25,35,32,200,200,200,,,,,,,,,,61,61,59,,,,44,37,32,,,,ClassA
642,3,TissuePrimitiveType.CIRCLE,2,268,307,351,,,,,,,,,,27,29,15,,,,30,17,33,,,,200,,,,,,,310,,,,,41,40,,,,,34,32,,,,,ClassA
643,4,TissuePrimitiveType.CIRCLE,0,215,249,297,339,,,,,,,,,18,11,5,30,,,35,32,33,22,,,,,,,,,,,,,,,,,,,,,,,,,,,ClassA
644,2,TissuePrimitiveType.CIRCLE,1,196,241,,,,,,,,,,,16,4,,,,,35,34,,,,,200,,,,,,,,,,,,65,,,,,,28,,,,,,ClassC
645,4,TissuePrimitiveType.CIRCLE,2,99,159,344,376,,,,,,,,,18,6,25,5,,,36,14,36,26,,,,,,,,,310,310,,,,,66,43,,,,,36,43,,,,,ClassA
646,2,TissuePrimitiveType.CIRCLE,2,50,112,,,,,,,,,,,12,18,,,,,32,32,,,,,,,,,,,310,310,,,,,69,30,,,,,25,48,,,,,ClassB
647,4,TissuePrimitiveType.CIRCLE,0,66,142,307,346,,,,,,,,,9,15,27,27,,,25,15,22,9,,,,,,,,,,,,,,,,,,,,,,,,,,,ClassB
648,4,TissuePrimitiveType.CIRCLE,6,299,332,358,372,,,,,,,,,28,21,9,11,,,19,10,9,27,,,200,200,200,,,,,,,310,310,310,46,67,34,54,66,34,31,32,20,24,35,34,ClassB
649,4,TissuePrimitiveType.CIRCLE,5,229,275,329,369,,,,,,,,,23,12,20,7,,,36,34,11,26,,,200,200,200,200,,,,,,,310,,41,47,69,42,42,,26,45,38,24,40,,ClassA
650,3,TissuePrimitiveType.CIRCLE,4,156,304,353,,,,,,,,,,10,6,30,,,,28,10,17,,,,200,200,,,,,,,310,310,,,58,32,32,48,,,30,32,41,29,,,ClassB
651,5,TissuePrimitiveType.CIRCLE,2,198,254,285,308,338,,,,,,,,28,7,17,19,26,,9,16,18,27,23,,,,,,,,310,310,,,,,37,56,,,,,48,49,,,,,ClassA
652,2,TissuePrimitiveType.RECTANGLE,1,23,223,,,,,,,,,,,27,23,,,,,28,14,,,,,,,,,,,310,,,,,,35,,,,,,23,,,,,,ClassC
653,3,TissuePrimitiveType.CIRCLE,2,266,302,355,,,,,,,,,,25,7,10,,,,12,21,26,,,,200,200,,,,,,,,,,,33,64,,,,,37,33,,,,,ClassC
654,3,TissuePrimitiveType.RECTANGLE,4,74,205,242,,,,,,,,,,23,4,20,,,,16,32,36,,,,200,200,200,,,,,,,310,,,64,59,50,61,,,43,23,28,39,,,ClassC
